age,age_cat,coninc,coninc_cat,coninc_log,decrease_imm,degree,hs_or_college,letin1a,othlang,partyid,president,race,sex,year,vstrat,vpsu,wtsscomp
69,60-69,56058.75,40K-60K,10.934155526931834,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Female,2008,2233.0,2.0,0.875489503
49,40-49,,,,Decrease,HS or assoc,Some college,Reduced a lot,No,Democrat,Obama,White,Female,2008,2233.0,2.0,3.203010376
68,60-69,,,,,HS or assoc,Some college,,Yes,Republican,Obama,White,Male,2008,2233.0,2.0,1.067670125
55,50-59,22838.75,20K-30K,10.036213933725875,,No degree,HS or less,,No,Independent,Obama,White,Female,2008,2233.0,2.0,0.875489503
59,50-59,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2233.0,2.0,0.875489503
36,30-39,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2233.0,2.0,0.875489503
21,18-29,,,,Decrease,No degree,HS or less,Reduced a lot,Yes,Republican,Obama,White,Male,2008,2233.0,2.0,0.437744751
21,18-29,15571.875,<20K,9.65322168146977,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2233.0,2.0,0.875489503
80,70+,17648.125,<20K,9.778384824423775,,No degree,HS or less,,No,Democrat,Obama,White,Male,2008,2233.0,2.0,0.875489503
51,50-59,9343.125,<20K,9.14239605770378,,No degree,HS or less,,No,Independent,Obama,White,Female,2008,2233.0,2.0,0.875489503
66,60-69,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a little,Yes,Republican,Obama,White,Male,2008,2233.0,2.0,0.875489503
62,60-69,9343.125,<20K,9.14239605770378,,No degree,HS or less,,No,Republican,Obama,White,Female,2008,2233.0,2.0,1.067670125
50,50-59,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2233.0,2.0,0.875489503
76,70+,,,,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Male,2008,2233.0,2.0,1.067670125
49,40-49,45677.5,40K-60K,10.72936111428582,,College,Some college,,No,Republican,Obama,White,Female,2008,2234.0,1.0,1.313234254
44,40-49,99660.0,80K-100K,11.509519671835395,Decrease,HS or assoc,Some college,Reduced a little,No,Republican,Obama,White,Male,2008,2234.0,1.0,0.437744751
37,30-39,56058.75,40K-60K,10.934155526931834,Increase or stay the same,College,Some college,Increased a little,No,Democrat,Obama,White,Female,2008,2234.0,1.0,0.875489503
59,50-59,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2234.0,1.0,2.135340251
52,50-59,175621.4138,160K+,12.076085899217535,,College,Some college,,No,Republican,Obama,White,Female,2008,2234.0,1.0,0.729574586
82,70+,175621.4138,160K+,12.076085899217535,,No degree,HS or less,,No,Republican,Obama,White,Male,2008,2234.0,1.0,1.779450209
67,60-69,37372.5,30K-40K,10.52869041882367,Increase or stay the same,HS or assoc,Some college,Remain the same,No,Republican,Obama,White,Male,2008,2234.0,1.0,0.875489503
47,40-49,116270.0,100K-160K,11.663670351662654,Decrease,College,Some college,Reduced a lot,No,Republican,Obama,White,Male,2008,2234.0,1.0,0.875489503
44,40-49,116270.0,100K-160K,11.663670351662654,Decrease,HS or assoc,Some college,Reduced a lot,No,Democrat,Obama,White,Female,2008,2234.0,1.0,0.875489503
56,50-59,83050.0,80K-100K,11.32719811504144,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Male,2008,2234.0,1.0,3.203010376
41,40-49,99660.0,80K-100K,11.509519671835395,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Male,2008,2234.0,1.0,0.875489503
50,50-59,99660.0,80K-100K,11.509519671835395,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Male,2008,2234.0,1.0,0.875489503
81,70+,2906.75,<20K,7.974790897548718,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Male,2008,2234.0,1.0,0.875489503
68,60-69,415.25,<20K,6.028880748493404,Decrease,No degree,HS or less,Reduced a lot,No,Independent,Obama,White,Male,2008,2234.0,1.0,0.437744751
44,40-49,175621.4138,160K+,12.076085899217535,Increase or stay the same,College,Some college,Remain the same,Yes,Republican,Obama,White,Male,2008,2234.0,1.0,0.875489503
51,50-59,83050.0,80K-100K,11.32719811504144,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2008,2234.0,1.0,2.135340251
36,30-39,,,,Increase or stay the same,College,Some college,Remain the same,Yes,Republican,Obama,White,Male,2008,2234.0,1.0,0.875489503
47,40-49,26991.25,20K-30K,10.203268018389041,Decrease,HS or assoc,HS or less,Reduced a lot,No,Independent,Obama,White,Male,2008,2234.0,2.0,0.875489503
43,40-49,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2008,2234.0,2.0,0.875489503
60,60-69,19724.375,<20K,9.889610459534,Decrease,No degree,HS or less,Reduced a lot,No,Independent,Obama,Black,Female,2008,2234.0,2.0,0.437744751
52,50-59,68516.25,60K-80K,11.134826222393984,,No degree,HS or less,,Yes,Republican,Obama,White,Male,2008,2234.0,2.0,0.875489503
40,40-49,99660.0,80K-100K,11.509519671835395,,College,Some college,,Yes,Republican,Obama,White,Female,2008,2234.0,2.0,0.875489503
70,70+,17648.125,<20K,9.778384824423775,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2008,2234.0,2.0,0.437744751
57,50-59,22838.75,20K-30K,10.036213933725875,Decrease,HS or assoc,Some college,Reduced a little,No,Democrat,Obama,White,Female,2008,2234.0,2.0,0.437744751
41,40-49,45677.5,40K-60K,10.72936111428582,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Female,2008,2234.0,2.0,0.875489503
34,30-39,37372.5,30K-40K,10.52869041882367,Increase or stay the same,HS or assoc,HS or less,Increased a little,No,Democrat,Obama,Black,Male,2008,2234.0,2.0,0.437744751
28,18-29,56058.75,40K-60K,10.934155526931834,Decrease,College,Some college,Reduced a lot,No,Republican,Obama,White,Male,2008,2234.0,2.0,0.437744751
48,40-49,15571.875,<20K,9.65322168146977,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2234.0,2.0,0.437744751
22,18-29,37372.5,30K-40K,10.52869041882367,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Republican,Obama,White,Male,2008,2234.0,2.0,0.875489503
22,18-29,31143.75,30K-40K,10.346368862029715,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2234.0,2.0,0.875489503
48,40-49,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,Black,Female,2008,2234.0,2.0,1.313234254
67,60-69,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Male,2008,2234.0,2.0,0.875489503
55,50-59,83050.0,80K-100K,11.32719811504144,,HS or assoc,HS or less,,No,Republican,Obama,White,Female,2008,2234.0,2.0,0.875489503
37,30-39,11419.375,<20K,9.34306675316593,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2008,2234.0,2.0,0.875489503
64,60-69,17648.125,<20K,9.778384824423775,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Female,2008,2234.0,2.0,0.875489503
46,40-49,5398.25,<20K,8.593830105954941,,No degree,HS or less,,No,Independent,Obama,Black,Female,2008,2234.0,2.0,0.437744751
68,60-69,9343.125,<20K,9.14239605770378,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,Black,Male,2008,2234.0,2.0,0.437744751
45,40-49,56058.75,40K-60K,10.934155526931834,Decrease,No degree,HS or less,Reduced a lot,No,Democrat,Obama,Black,Male,2008,2234.0,2.0,1.750979005
70,70+,19724.375,<20K,9.889610459534,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2234.0,2.0,0.875489503
30,30-39,22838.75,20K-30K,10.036213933725875,Decrease,No degree,HS or less,Reduced a little,Yes,Republican,Obama,Other,Male,2008,2234.0,2.0,0.875489503
55,50-59,15571.875,<20K,9.65322168146977,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,White,Male,2008,2235.0,1.0,1.067670125
52,50-59,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Male,2008,2235.0,1.0,2.135340251
34,30-39,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2235.0,1.0,0.875489503
65,60-69,7474.5,<20K,8.919252506389569,Decrease,No degree,HS or less,Reduced a little,No,Republican,Obama,White,Male,2008,2235.0,1.0,1.067670125
53,50-59,17648.125,<20K,9.778384824423775,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2235.0,1.0,1.313234254
55,50-59,19724.375,<20K,9.889610459534,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2235.0,1.0,0.437744751
63,60-69,7474.5,<20K,8.919252506389569,,HS or assoc,Some college,,No,Republican,Obama,White,Male,2008,2235.0,1.0,0.875489503
65,60-69,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2235.0,1.0,0.875489503
28,18-29,9343.125,<20K,9.14239605770378,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,White,Female,2008,2235.0,1.0,1.067670125
36,30-39,56058.75,40K-60K,10.934155526931834,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2235.0,1.0,2.135340251
81,70+,17648.125,<20K,9.778384824423775,Increase or stay the same,No degree,HS or less,Remain the same,No,Democrat,Obama,Black,Female,2008,2235.0,1.0,1.750979005
28,18-29,26991.25,20K-30K,10.203268018389041,Increase or stay the same,HS or assoc,HS or less,Increased a little,No,Democrat,Obama,Black,Male,2008,2235.0,1.0,1.313234254
57,50-59,83050.0,80K-100K,11.32719811504144,,HS or assoc,HS or less,,No,Democrat,Obama,Black,Male,2008,2235.0,1.0,2.135340251
53,50-59,11419.375,<20K,9.34306675316593,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Female,2008,2235.0,2.0,0.875489503
67,60-69,45677.5,40K-60K,10.72936111428582,,No degree,HS or less,,No,Republican,Obama,White,Female,2008,2235.0,2.0,2.135340251
66,60-69,415.25,<20K,6.028880748493404,Decrease,No degree,HS or less,Reduced a little,No,Democrat,Obama,Black,Female,2008,2235.0,2.0,0.437744751
29,18-29,37372.5,30K-40K,10.52869041882367,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,Black,Female,2008,2235.0,2.0,0.875489503
77,70+,13495.625,<20K,9.510120837829096,,No degree,HS or less,,No,Republican,Obama,White,Female,2008,2235.0,2.0,0.875489503
57,50-59,37372.5,30K-40K,10.52869041882367,Decrease,College,Some college,Reduced a little,No,Democrat,Obama,White,Female,2008,2235.0,2.0,0.437744751
19,18-29,415.25,<20K,6.028880748493404,,No degree,HS or less,,No,Independent,Obama,Black,Female,2008,2235.0,2.0,0.875489503
57,50-59,56058.75,40K-60K,10.934155526931834,,College,Some college,,No,Republican,Obama,White,Male,2008,2235.0,2.0,0.437744751
67,60-69,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,Black,Male,2008,2235.0,2.0,0.875489503
65,60-69,,,,,No degree,HS or less,,No,Democrat,Obama,Black,Male,2008,2235.0,2.0,0.875489503
58,50-59,7474.5,<20K,8.919252506389569,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,Black,Female,2008,2235.0,2.0,0.437744751
35,30-39,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2235.0,2.0,2.135340251
29,18-29,7474.5,<20K,8.919252506389569,Decrease,No degree,HS or less,Reduced a lot,No,Democrat,Obama,Black,Female,2008,2235.0,2.0,0.437744751
24,18-29,1661.0,<20K,7.415175109613295,,No degree,HS or less,,No,Democrat,Obama,Black,Female,2008,2235.0,2.0,0.437744751
30,30-39,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Male,2008,2235.0,2.0,1.750979005
56,50-59,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Female,2008,2235.0,2.0,2.135340251
32,30-39,31143.75,30K-40K,10.346368862029715,Decrease,HS or assoc,Some college,Reduced a lot,No,Democrat,Obama,Black,Female,2008,2235.0,2.0,0.875489503
55,50-59,7474.5,<20K,8.919252506389569,Decrease,No degree,HS or less,Reduced a lot,Yes,Independent,Obama,White,Male,2008,2235.0,2.0,0.437744751
24,18-29,17648.125,<20K,9.778384824423775,Decrease,No degree,HS or less,Reduced a little,No,Republican,Obama,White,Male,2008,2235.0,2.0,2.135340251
34,30-39,99660.0,80K-100K,11.509519671835395,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2235.0,2.0,0.875489503
28,18-29,22838.75,20K-30K,10.036213933725875,Decrease,No degree,HS or less,Reduced a little,No,Democrat,Obama,White,Male,2008,2235.0,2.0,0.875489503
61,60-69,68516.25,60K-80K,11.134826222393984,Increase or stay the same,HS or assoc,HS or less,Increased a little,No,Democrat,Obama,White,Male,2008,2235.0,2.0,0.875489503
44,40-49,6228.75,<20K,8.736930949595614,Decrease,No degree,HS or less,Reduced a lot,Yes,Democrat,Obama,White,Male,2008,2235.0,2.0,1.459149171
54,50-59,9343.125,<20K,9.14239605770378,Decrease,No degree,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2235.0,2.0,0.729574586
48,40-49,45677.5,40K-60K,10.72936111428582,Increase or stay the same,No degree,HS or less,Remain the same,No,Republican,Obama,White,Male,2008,2235.0,2.0,0.875489503
52,50-59,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2235.0,2.0,0.875489503
41,40-49,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2235.0,2.0,0.437744751
37,30-39,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2235.0,2.0,0.875489503
20,18-29,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a lot,No,Independent,Obama,White,Male,2008,2235.0,2.0,0.437744751
89,70+,17648.125,<20K,9.778384824423775,,College,Some college,,No,Democrat,Obama,Black,Female,2008,2235.0,2.0,1.313234254
61,60-69,,,,Decrease,HS or assoc,HS or less,Reduced a lot,No,Independent,Obama,White,Male,2008,2235.0,2.0,0.437744751
67,60-69,22838.75,20K-30K,10.036213933725875,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2236.0,1.0,0.437744751
37,30-39,,,,,HS or assoc,HS or less,,No,Independent,Obama,Other,Female,2008,2236.0,1.0,1.750979005
34,30-39,26991.25,20K-30K,10.203268018389041,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Male,2008,2236.0,1.0,0.875489503
63,60-69,7474.5,<20K,8.919252506389569,,HS or assoc,Some college,,No,Democrat,Obama,White,Female,2008,2236.0,1.0,0.437744751
35,30-39,26991.25,20K-30K,10.203268018389041,Decrease,HS or assoc,HS or less,Reduced a lot,No,Independent,Obama,White,Male,2008,2236.0,1.0,0.437744751
26,18-29,22838.75,20K-30K,10.036213933725875,,No degree,HS or less,,No,Independent,Obama,Other,Male,2008,2236.0,1.0,0.875489503
37,30-39,19724.375,<20K,9.889610459534,Increase or stay the same,No degree,HS or less,Increased a lot,Yes,Democrat,Obama,Other,Male,2008,2236.0,1.0,1.067670125
28,18-29,56058.75,40K-60K,10.934155526931834,Increase or stay the same,No degree,HS or less,Increased a little,Yes,Democrat,Obama,Other,Female,2008,2236.0,1.0,0.437744751
60,60-69,415.25,<20K,6.028880748493404,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,Black,Male,2008,2236.0,1.0,0.437744751
45,40-49,19724.375,<20K,9.889610459534,,HS or assoc,HS or less,,Yes,Democrat,Obama,Black,Male,2008,2236.0,1.0,0.437744751
63,60-69,19724.375,<20K,9.889610459534,Decrease,HS or assoc,HS or less,Reduced a little,No,Independent,Obama,White,Male,2008,2236.0,1.0,0.437744751
,,26991.25,20K-30K,10.203268018389041,Increase or stay the same,College,Some college,Remain the same,No,Independent,Obama,Black,Female,2008,2236.0,1.0,0.437744751
32,30-39,15571.875,<20K,9.65322168146977,Decrease,HS or assoc,Some college,Reduced a lot,Yes,Democrat,Obama,Black,Female,2008,2236.0,1.0,1.067670125
61,60-69,4567.75,<20K,8.426776021291774,Decrease,No degree,HS or less,Reduced a lot,No,Democrat,Obama,Black,Male,2008,2236.0,1.0,0.437744751
53,50-59,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,Some college,Reduced a lot,No,Democrat,Obama,Black,Female,2008,2236.0,1.0,0.437744751
41,40-49,4567.75,<20K,8.426776021291774,,No degree,HS or less,,No,Democrat,Obama,White,Male,2008,2236.0,1.0,0.437744751
62,60-69,56058.75,40K-60K,10.934155526931834,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2008,2236.0,1.0,0.875489503
35,30-39,45677.5,40K-60K,10.72936111428582,,HS or assoc,HS or less,,No,Republican,Obama,White,Female,2008,2236.0,1.0,0.875489503
35,30-39,37372.5,30K-40K,10.52869041882367,Increase or stay the same,HS or assoc,HS or less,Increased a lot,Yes,Independent,Obama,Other,Female,2008,2236.0,1.0,0.875489503
41,40-49,11419.375,<20K,9.34306675316593,,No degree,HS or less,,No,Republican,Obama,White,Female,2008,2236.0,1.0,0.875489503
41,40-49,3737.25,<20K,8.226105325829623,Decrease,HS or assoc,Some college,Reduced a lot,No,Independent,Obama,White,Female,2008,2236.0,1.0,0.875489503
59,50-59,11419.375,<20K,9.34306675316593,Decrease,No degree,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2236.0,1.0,0.875489503
60,60-69,22838.75,20K-30K,10.036213933725875,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,Black,Female,2008,2236.0,1.0,0.875489503
81,70+,9343.125,<20K,9.14239605770378,Increase or stay the same,No degree,HS or less,Increased a little,No,Republican,Obama,White,Female,2008,2236.0,1.0,0.437744751
39,30-39,22838.75,20K-30K,10.036213933725875,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,White,Female,2008,2236.0,1.0,2.135340251
62,60-69,13495.625,<20K,9.510120837829096,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Democrat,Obama,Black,Male,2008,2236.0,1.0,0.437744751
47,40-49,31143.75,30K-40K,10.346368862029715,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,Black,Female,2008,2236.0,1.0,0.875489503
51,50-59,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2236.0,1.0,0.875489503
26,18-29,68516.25,60K-80K,11.134826222393984,Decrease,HS or assoc,HS or less,Reduced a little,No,Republican,Obama,White,Female,2008,2236.0,1.0,0.875489503
72,70+,7474.5,<20K,8.919252506389569,,No degree,HS or less,,No,Democrat,Obama,Black,Female,2008,2236.0,2.0,0.437744751
57,50-59,3737.25,<20K,8.226105325829623,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2008,2236.0,2.0,0.437744751
50,50-59,6228.75,<20K,8.736930949595614,Increase or stay the same,HS or assoc,HS or less,Remain the same,Yes,Independent,Obama,White,Male,2008,2236.0,2.0,0.437744751
55,50-59,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2236.0,2.0,0.875489503
53,50-59,56058.75,40K-60K,10.934155526931834,,College,Some college,,No,Democrat,Obama,White,Female,2008,2236.0,2.0,2.135340251
20,18-29,17648.125,<20K,9.778384824423775,Decrease,HS or assoc,HS or less,Reduced a little,Yes,Democrat,Obama,Other,Female,2008,2236.0,2.0,0.437744751
27,18-29,11419.375,<20K,9.34306675316593,,HS or assoc,HS or less,,Yes,Democrat,Obama,Other,Male,2008,2236.0,2.0,0.875489503
66,60-69,9343.125,<20K,9.14239605770378,,HS or assoc,Some college,,Yes,Republican,Obama,White,Male,2008,2236.0,2.0,0.875489503
75,70+,15571.875,<20K,9.65322168146977,Increase or stay the same,HS or assoc,Some college,Remain the same,No,Democrat,Obama,White,Female,2008,2236.0,2.0,0.875489503
37,30-39,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a little,Yes,Independent,Obama,White,Male,2008,2236.0,2.0,0.437744751
65,60-69,37372.5,30K-40K,10.52869041882367,,College,Some college,,Yes,Democrat,Obama,White,Female,2008,2236.0,2.0,0.437744751
26,18-29,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,Yes,Independent,Obama,White,Male,2008,2236.0,2.0,1.067670125
53,50-59,68516.25,60K-80K,11.134826222393984,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2236.0,2.0,2.135340251
36,30-39,83050.0,80K-100K,11.32719811504144,Decrease,College,Some college,Reduced a little,No,Democrat,Obama,White,Female,2008,2236.0,2.0,0.437744751
78,70+,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2236.0,2.0,0.875489503
57,50-59,83050.0,80K-100K,11.32719811504144,,College,Some college,,No,Democrat,Obama,White,Male,2008,2236.0,2.0,0.875489503
28,18-29,56058.75,40K-60K,10.934155526931834,Decrease,College,Some college,Reduced a lot,No,Republican,Obama,Other,Male,2008,2236.0,2.0,0.875489503
44,40-49,9343.125,<20K,9.14239605770378,,No degree,HS or less,,No,Independent,Obama,White,Male,2008,2236.0,2.0,0.875489503
28,18-29,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,Some college,Reduced a little,No,Democrat,Obama,White,Male,2008,2236.0,2.0,0.875489503
36,30-39,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2236.0,2.0,0.875489503
46,40-49,83050.0,80K-100K,11.32719811504144,Decrease,College,Some college,Reduced a lot,No,Democrat,Obama,White,Female,2008,2237.0,1.0,0.875489503
41,40-49,22838.75,20K-30K,10.036213933725875,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
58,50-59,56058.75,40K-60K,10.934155526931834,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2008,2237.0,1.0,1.313234254
34,30-39,45677.5,40K-60K,10.72936111428582,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2237.0,1.0,0.875489503
19,18-29,31143.75,30K-40K,10.346368862029715,Increase or stay the same,HS or assoc,HS or less,Increased a little,No,Democrat,Obama,Black,Male,2008,2237.0,1.0,1.750979005
32,30-39,68516.25,60K-80K,11.134826222393984,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2237.0,1.0,0.875489503
61,60-69,56058.75,40K-60K,10.934155526931834,,HS or assoc,HS or less,,No,Republican,Obama,White,Female,2008,2237.0,1.0,0.875489503
54,50-59,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a little,No,Democrat,Obama,White,Male,2008,2237.0,1.0,0.875489503
34,30-39,83050.0,80K-100K,11.32719811504144,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Independent,Obama,White,Female,2008,2237.0,1.0,1.750979005
62,60-69,56058.75,40K-60K,10.934155526931834,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Male,2008,2237.0,1.0,2.135340251
28,18-29,56058.75,40K-60K,10.934155526931834,Increase or stay the same,College,Some college,Remain the same,No,Republican,Obama,White,Female,2008,2237.0,1.0,0.875489503
82,70+,,,,Increase or stay the same,No degree,HS or less,Remain the same,No,Republican,Obama,White,Female,2008,2237.0,1.0,1.313234254
51,50-59,68516.25,60K-80K,11.134826222393984,,HS or assoc,HS or less,,No,Democrat,Obama,White,Female,2008,2237.0,1.0,0.875489503
71,70+,31143.75,30K-40K,10.346368862029715,Increase or stay the same,College,Some college,Increased a little,No,Independent,Obama,White,Female,2008,2237.0,1.0,0.875489503
34,30-39,83050.0,80K-100K,11.32719811504144,Decrease,HS or assoc,HS or less,Reduced a lot,No,Democrat,Obama,White,Female,2008,2237.0,1.0,0.875489503
65,60-69,26991.25,20K-30K,10.203268018389041,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
61,60-69,116270.0,100K-160K,11.663670351662654,Decrease,HS or assoc,HS or less,Reduced a lot,Yes,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
76,70+,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
55,50-59,37372.5,30K-40K,10.52869041882367,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
76,70+,,,,Increase or stay the same,HS or assoc,HS or less,Remain the same,No,Republican,Obama,White,Female,2008,2237.0,1.0,1.313234254
,,,,,Decrease,College,Some college,Reduced a lot,No,Independent,Obama,White,Female,2008,2237.0,1.0,1.067670125
67,60-69,31143.75,30K-40K,10.346368862029715,,HS or assoc,Some college,,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
41,40-49,19724.375,<20K,9.889610459534,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2008,2237.0,1.0,0.875489503
49,40-49,83050.0,80K-100K,11.32719811504144,Decrease,HS or assoc,HS or less,Reduced a lot,No,Independent,Obama,White,Male,2008,2237.0,1.0,0.437744751
45,40-49,22838.75,20K-30K,10.036213933725875,,HS or assoc,HS or less,,No,Democrat,Obama,White,Male,2008,2237.0,1.0,0.875489503
32,30-39,68516.25,60K-80K,11.134826222393984,Decrease,HS or assoc,Some college,Reduced a little,Yes,Independent,Obama,White,Male,2008,2237.0,1.0,0.875489503
38,30-39,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.437744751
60,60-69,56058.75,40K-60K,10.934155526931834,Increase or stay the same,No degree,HS or less,Remain the same,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
50,50-59,83050.0,80K-100K,11.32719811504144,Decrease,HS or assoc,Some college,Reduced a lot,No,Republican,Obama,White,Male,2008,2237.0,1.0,0.875489503
65,60-69,37372.5,30K-40K,10.52869041882367,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2237.0,2.0,0.437744751
44,40-49,56058.75,40K-60K,10.934155526931834,,HS or assoc,HS or less,,No,Republican,Obama,White,Male,2008,2237.0,2.0,2.135340251
31,30-39,,,,Decrease,No degree,HS or less,Reduced a lot,No,Republican,Obama,White,Female,2008,2237.0,2.0,1.313234254
54,50-59,56058.75,40K-60K,10.934155526931834,Decrease,HS or assoc,HS or less,Reduced a lot,No,Republican,Obama,White,Male,2008,2237.0,2.0,1.750979005
